[[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],
[1,1.02328,1.08569,1.01898,0.947322,1.00836,1.09474,0.903967,0.94062,0.929322,1.09216,1.04212,0.900952,1.02587,0.964003,1.0597,0.996152],
[1,0.959188,1.05227,0.91258,1.03749,1.07168,1.06302,0.945436,1.01433,0.90285,0.920716,1.00967,1.03663,1.01016,1.01877,1.0279,0.927967],
[1,0.916468,1.0516,1.04584,0.909473,0.943892,0.971578,0.974899,0.968184,1.09138,0.974306,0.983193,1.03805,0.965151,1.00013,1.07243,0.94565],
[1,0.959694,0.953706,0.928492,0.941743,0.964858,0.979873,0.962911,0.986056,0.930238,0.965743,1.02839,0.912958,1.00179,0.927491,1.01438,0.940101],
[1,1.07241,1.07606,0.970864,0.913648,1.07035,0.944996,1.08713,1.06166,0.937977,1.00135,0.957924,1.07694,0.967257,1.01347,1.04548,0.971004],
[1,0.95143,0.989682,1.07393,1.08468,0.980605,1.05232,1.02656,1.0321,1.04156,1.00241,1.04971,0.925599,0.922553,0.923695,1.04651,1.09263],
[1,0.925758,0.994223,0.983486,0.969112,1.03978,0.981796,1.08383,0.92309,1.08043,0.949293,0.921149,0.966982,0.954958,1.08564,1.09684,1.0925],
[1,0.940663,0.974679,1.06809,1.03304,1.00804,0.957405,0.934486,1.08265,1.035,0.982315,1.04281,0.907355,1.01535,0.967275,1.0415,1.05569],
[1,1.0384,0.918317,0.965993,0.934779,1.07059,0.903723,1.08136,1.02116,0.97225,0.941792,1.06188,1.02394,1.04533,0.934938,1.07539,0.914331],
[0.9,1.06878,1.04797,0.965358,0.919654,1.02325,1.0555,0.902228,0.913886,0.976382,0.93741,0.986019,1.01339,1.00687,0.914032,1.0867,0.915394],
[1,1.08867,0.90191,1.00438,1.07494,1.01564,0.977725,0.914924,1.00475,1.01571,1.08754,1.0199,1.09327,1.01991,1.02546,1.07532,0.95732],
[1,0.970437,0.953072,1.05514,0.929005,1.07725,1.09283,1.05574,1.06645,1.05076,1.00428,1.05708,0.960408,0.959633,1.05105,0.959383,1.03695],
[0.9,1.04754,0.999655,1.04446,0.985458,1.09982,0.953926,1.07217,0.959279,1.02198,1.01322,0.947096,0.985806,0.959096,1.03963,1.09089,1.07646],
