[[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],
[1,0.984988,1.01092,0.906323,1.01371,1.07117,0.978628,1.06077,0.968654,0.978433,1.05965,1.05181,0.965456,1.06154,1.04021,1.06934,1.08878],
[1,0.961446,1.02126,1.02088,1.03906,0.970833,1.00431,0.954097,1.04424,0.984909,0.940858,1.00538,0.915766,1.06955,1.06307,1.08892,0.979141],
[1,1.02547,0.903302,1.05196,0.915601,0.927369,0.989352,1.09546,1.0493,1.02629,0.914911,1.08512,1.08175,1.02355,0.942836,1.03167,1.08277],
[0.9,1.03845,0.983786,0.972469,1.00762,0.972671,0.943617,1.09956,0.92411,0.977157,0.926502,0.987313,1.07551,0.907556,1.09601,1.05328,0.984219],
[1,1.0057,1.00915,1.09812,0.976125,1.07873,0.946876,0.957039,0.9553,0.9566,1.01745,0.98157,0.926453,1.04831,0.908423,1.06539,1.03954],
[0.9,1.02658,1.05231,1.07062,0.994327,0.991891,1.07939,0.917615,0.976864,0.949074,1.06727,1.05422,1.03076,0.902942,0.939076,0.998276,1.04082],
[1,1.04904,0.950893,0.912458,1.04971,1.00213,1.06246,0.998508,0.929792,0.946004,1.08188,0.976522,0.918537,0.916443,1.0453,1.00771,1.02347],
[0.9,0.9605,0.908698,0.97485,0.917866,0.943226,0.967495,0.90293,1.04408,0.961763,0.934809,1.08885,0.952797,1.04594,1.02204,1.09579,1.06241],
[0.9,1.03714,1.08635,1.02586,1.09345,1.08959,1.0325,0.925684,1.03258,0.995834,1.02449,0.972573,0.958113,1.01631,0.98464,0.988681,0.936103],
[1,0.992624,1.05699,1.05169,0.955275,0.928224,1.0179,1.04431,1.01583,1.038,0.994363,1.05732,0.97029,0.931959,1.02675,1.05837,0.949477],
[0.9,0.998788,0.986612,1.06485,1.07054,0.935694,0.983297,0.942036,0.968905,1.05589,0.961629,1.03601,1.06291,1.05741,1.07248,1.05914,1.02065],
[1,0.921955,0.95334,1.03556,1.00694,1.09721,0.937727,1.00865,0.939015,1.0567,1.06278,1.01082,1.03684,0.941163,1.00248,1.03157,0.99772],
[1,0.915558,0.920124,0.997378,0.92002,0.907172,0.925654,1.09476,0.92074,0.922138,0.94228,0.921619,1.02594,1.00115,1.06562,1.03812,0.914234],
